CEP	descricao	complemento	descricao_bairro
70255530	CLS 406 Bloco C		Asa Sul
70255540	CLS 406 Bloco D		Asa Sul
70256000	SQS 407		Asa Sul
70256010	SQS 407 Bloco A		Asa Sul
70256020	SQS 407 Bloco B		Asa Sul
70256030	SQS 407 Bloco C		Asa Sul
70256040	SQS 407 Bloco D		Asa Sul
70256050	SQS 407 Bloco E		Asa Sul
70256060	SQS 407 Bloco F		Asa Sul
70256070	SQS 407 Bloco G		Asa Sul
70256080	SQS 407 Bloco H		Asa Sul
70256090	SQS 407 Bloco I		Asa Sul
70256100	SQS 407 Bloco J		Asa Sul
70256110	SQS 407 Bloco K		Asa Sul
70256120	SQS 407 Bloco L		Asa Sul
70256130	SQS 407 Bloco M		Asa Sul
70256140	SQS 407 Bloco N		Asa Sul
70256150	SQS 407 Bloco O		Asa Sul
70256160	SQS 407 Bloco P		Asa Sul
70256170	SQS 407 Bloco Q		Asa Sul
70256180	SQS 407 Bloco R		Asa Sul
70256190	SQS 407 Bloco S		Asa Sul
70256200	SQS 407 Bloco T		Asa Sul
70256210	SQS 407 Bloco U		Asa Sul
70256220	SQS 407 Bloco V		Asa Sul
70256400	EQS 407/408		Asa Sul
70256500	CLS 407		Asa Sul
70256510	CLS 407 Bloco A		Asa Sul
70256520	CLS 407 Bloco B		Asa Sul
70256530	CLS 407 Bloco C		Asa Sul
70256540	CLS 407 Bloco D		Asa Sul
70257000	SQS 408		Asa Sul
70257010	SQS 408 Bloco A		Asa Sul
70257020	SQS 408 Bloco B		Asa Sul
70257030	SQS 408 Bloco C		Asa Sul
70257040	SQS 408 Bloco D		Asa Sul
70257050	SQS 408 Bloco E		Asa Sul
70257060	SQS 408 Bloco F		Asa Sul
70257070	SQS 408 Bloco G		Asa Sul
70257080	SQS 408 Bloco H		Asa Sul
70257090	SQS 408 Bloco I		Asa Sul
70257100	SQS 408 Bloco J		Asa Sul
70257110	SQS 408 Bloco K		Asa Sul
70257120	SQS 408 Bloco L		Asa Sul
70257130	SQS 408 Bloco M		Asa Sul
70257140	SQS 408 Bloco N		Asa Sul
70257150	SQS 408 Bloco O		Asa Sul
70257160	SQS 408 Bloco P		Asa Sul
70257170	SQS 408 Bloco Q		Asa Sul
70257180	SQS 408 Bloco R		Asa Sul
70257190	SQS 408 Bloco S		Asa Sul
70257200	SQS 408 Bloco T		Asa Sul
70257400	EQS 408/409		Asa Sul
70257500	CLS 408		Asa Sul
70257510	CLS 408 Bloco A		Asa Sul
70257520	CLS 408 Bloco B		Asa Sul
70257530	CLS 408 Bloco C		Asa Sul
70257540	CLS 408 Bloco D		Asa Sul
70258000	SQS 409		Asa Sul
70258010	SQS 409 Bloco A		Asa Sul
70258020	SQS 409 Bloco B		Asa Sul
70258030	SQS 409 Bloco C		Asa Sul
70258040	SQS 409 Bloco D		Asa Sul
70258050	SQS 409 Bloco E		Asa Sul
70258060	SQS 409 Bloco F		Asa Sul
70258070	SQS 409 Bloco G		Asa Sul
70258080	SQS 409 Bloco H		Asa Sul
70258090	SQS 409 Bloco I		Asa Sul
70258100	SQS 409 Bloco J		Asa Sul
70258110	SQS 409 Bloco K		Asa Sul
70258120	SQS 409 Bloco L		Asa Sul
70258130	SQS 409 Bloco M		Asa Sul
70258140	SQS 409 Bloco N		Asa Sul
70258150	SQS 409 Bloco O		Asa Sul
70258160	SQS 409 Bloco P		Asa Sul
70258170	SQS 409 Bloco Q		Asa Sul
70258180	SQS 409 Bloco R		Asa Sul
70258190	SQS 409 Bloco S		Asa Sul
70258400	EQS 409/410		Asa Sul
70258500	CLS 409		Asa Sul
70258510	CLS 409 Bloco A		Asa Sul
70258520	CLS 409 Bloco B		Asa Sul
70258530	CLS 409 Bloco C		Asa Sul
70258540	CLS 409 Bloco D		Asa Sul
70272000	SQS 209		Asa Sul
70272010	SQS 209 Bloco A		Asa Sul
70272020	SQS 209 Bloco B		Asa Sul
70272030	SQS 209 Bloco C		Asa Sul
70272040	SQS 209 Bloco D		Asa Sul
70272050	SQS 209 Bloco E		Asa Sul
70272060	SQS 209 Bloco F		Asa Sul
70272070	SQS 209 Bloco G		Asa Sul
70272080	SQS 209 Bloco H		Asa Sul
70272090	SQS 209 Bloco I		Asa Sul
70272100	SQS 209 Bloco J		Asa Sul
70272110	SQS 209 Bloco K		Asa Sul
70272500	CLS 209		Asa Sul
70272510	CLS 209 Bloco A		Asa Sul
70272520	CLS 209 Bloco B		Asa Sul
70272530	CLS 209 Bloco C		Asa Sul
70272540	CLS 209 Bloco D		Asa Sul
70273000	SQS 210		Asa Sul
70273010	SQS 210 Bloco A		Asa Sul
70273020	SQS 210 Bloco B		Asa Sul
70273030	SQS 210 Bloco C		Asa Sul
70273040	SQS 210 Bloco D		Asa Sul
70273050	SQS 210 Bloco E		Asa Sul
70273060	SQS 210 Bloco F		Asa Sul
70273070	SQS 210 Bloco G		Asa Sul
70273080	SQS 210 Bloco H		Asa Sul
70273090	SQS 210 Bloco I		Asa Sul
70273100	SQS 210 Bloco J		Asa Sul
70273110	SQS 210 Bloco K		Asa Sul
70273400	EQS 210/211		Asa Sul
70273500	CLS 210		Asa Sul
70273510	CLS 210 Bloco A		Asa Sul
70273520	CLS 210 Bloco B		Asa Sul
70273530	CLS 210 Bloco C		Asa Sul
70273540	CLS 210 Bloco D		Asa Sul
70274000	SQS 211		Asa Sul
70274010	SQS 211 Bloco A		Asa Sul
70274020	SQS 211 Bloco B		Asa Sul
70274030	SQS 211 Bloco C		Asa Sul
70274040	SQS 211 Bloco D		Asa Sul
70274050	SQS 211 Bloco E		Asa Sul
70274060	SQS 211 Bloco F		Asa Sul
70274070	SQS 211 Bloco G		Asa Sul
70274080	SQS 211 Bloco H		Asa Sul
70274090	SQS 211 Bloco I		Asa Sul
70274100	SQS 211 Bloco J		Asa Sul
70274110	SQS 211 Bloco K		Asa Sul
70274500	CLS 211		Asa Sul
70274510	CLS 211 Bloco A		Asa Sul
70274520	CLS 211 Bloco B		Asa Sul
70274530	CLS 211 Bloco C		Asa Sul
70274540	CLS 211 Bloco D		Asa Sul
70275000	SQS 212		Asa Sul
70275010	SQS 212 Bloco A		Asa Sul
70275020	SQS 212 Bloco B		Asa Sul
70275030	SQS 212 Bloco C		Asa Sul
70275040	SQS 212 Bloco D		Asa Sul
70275050	SQS 212 Bloco E		Asa Sul
70275060	SQS 212 Bloco F		Asa Sul
70275070	SQS 212 Bloco G		Asa Sul
70275080	SQS 212 Bloco H		Asa Sul
70275090	SQS 212 Bloco I		Asa Sul
70275100	SQS 212 Bloco J		Asa Sul
70275110	SQS 212 Bloco K		Asa Sul
70275400	EQS 212/213		Asa Sul
70275450	EQS 212/412		Asa Sul
70275500	CLS 212		Asa Sul
70275510	CLS 212 Bloco A		Asa Sul
70275520	CLS 212 Bloco B		Asa Sul
70275530	CLS 212 Bloco C		Asa Sul
70275540	CLS 212 Bloco D		Asa Sul
70275970	EQS 212/412 Lote Único		Asa Sul
70276000	SQS 410		Asa Sul
70276010	SQS 410 Bloco A		Asa Sul
70276020	SQS 410 Bloco B		Asa Sul
70276030	SQS 410 Bloco C		Asa Sul
70276040	SQS 410 Bloco D		Asa Sul
70276050	SQS 410 Bloco E		Asa Sul
70276060	SQS 410 Bloco F		Asa Sul
70276070	SQS 410 Bloco G		Asa Sul
70276080	SQS 410 Bloco H		Asa Sul
70276090	SQS 410 Bloco I		Asa Sul
70276100	SQS 410 Bloco J		Asa Sul
70276110	SQS 410 Bloco K		Asa Sul
70276120	SQS 410 Bloco L		Asa Sul
70276130	SQS 410 Bloco M		Asa Sul
70276140	SQS 410 Bloco N		Asa Sul
70276150	SQS 410 Bloco O		Asa Sul
70276160	SQS 410 Bloco P		Asa Sul
70276170	SQS 410 Bloco Q		Asa Sul
70276180	SQS 410 Bloco R		Asa Sul
70276190	SQS 410 Bloco S		Asa Sul
70276200	SQS 410 Bloco T		Asa Sul
70276210	SQS 410 Bloco U		Asa Sul
70276400	EQS 410/411		Asa Sul
70276500	CLS 410		Asa Sul
70276510	CLS 410 Bloco A		Asa Sul
70276520	CLS 410 Bloco B		Asa Sul
70276530	CLS 410 Bloco C		Asa Sul
70276540	CLS 410 Bloco D		Asa Sul
70277000	SQS 411		Asa Sul
70277010	SQS 411 Bloco A		Asa Sul
70277020	SQS 411 Bloco B		Asa Sul
70277030	SQS 411 Bloco C		Asa Sul
70277040	SQS 411 Bloco D		Asa Sul
70277050	SQS 411 Bloco E		Asa Sul
70277060	SQS 411 Bloco F		Asa Sul
70277070	SQS 411 Bloco G		Asa Sul
70277080	SQS 411 Bloco H		Asa Sul
70277090	SQS 411 Bloco I		Asa Sul
70277100	SQS 411 Bloco J		Asa Sul
70277110	SQS 411 Bloco K		Asa Sul
70277120	SQS 411 Bloco L		Asa Sul
70277130	SQS 411 Bloco M		Asa Sul
70277140	SQS 411 Bloco N		Asa Sul
70277150	SQS 411 Bloco O		Asa Sul
70277160	SQS 411 Bloco P		Asa Sul
70277170	SQS 411 Bloco Q		Asa Sul
70277180	SQS 411 Bloco R		Asa Sul
70277190	SQS 411 Bloco S		Asa Sul
70277200	SQS 411 Bloco T		Asa Sul
70277210	SQS 411 Bloco U		Asa Sul
70277220	SQS 411 Bloco V		Asa Sul
70277400	EQS 411/412		Asa Sul
70277500	CLS 411		Asa Sul
70277510	CLS 411 Bloco A		Asa Sul
70277520	CLS 411 Bloco B		Asa Sul
70277530	CLS 411 Bloco C		Asa Sul
70277540	CLS 411 Bloco D		Asa Sul
70277900	CLS 411 Bloco A Loja 2		Asa Sul
70278000	SQS 412		Asa Sul
70278010	SQS 412 Bloco A		Asa Sul
70278020	SQS 412 Bloco B		Asa Sul
70278030	SQS 412 Bloco C		Asa Sul
70278040	SQS 412 Bloco D		Asa Sul
70278050	SQS 412 Bloco E		Asa Sul
70278060	SQS 412 Bloco F		Asa Sul
70278070	SQS 412 Bloco G		Asa Sul
70278080	SQS 412 Bloco H		Asa Sul
70278090	SQS 412 Bloco I		Asa Sul
70278100	SQS 412 Bloco J		Asa Sul
70278110	SQS 412 Bloco K		Asa Sul
70278120	SQS 412 Bloco L		Asa Sul
70278130	SQS 412 Bloco M		Asa Sul
70278140	SQS 412 Bloco N		Asa Sul
70278150	SQS 412 Bloco O		Asa Sul
70278160	SQS 412 Bloco P		Asa Sul
70278170	SQS 412 Bloco Q		Asa Sul
70278180	SQS 412 Bloco R		Asa Sul
70278190	SQS 412 Bloco S		Asa Sul
70278200	SQS 412 Bloco T		Asa Sul
70278400	EQS 412/413		Asa Sul
70278500	CLS 412		Asa Sul
70278510	CLS 412 Bloco A		Asa Sul
70278520	CLS 412 Bloco B		Asa Sul
70278530	CLS 412 Bloco C		Asa Sul
70278540	CLS 412 Bloco D		Asa Sul
70292000	SQS 213		Asa Sul
70292010	SQS 213 Bloco A		Asa Sul
70292020	SQS 213 Bloco B		Asa Sul
70292030	SQS 213 Bloco C		Asa Sul
70292040	SQS 213 Bloco D		Asa Sul
70292050	SQS 213 Bloco E		Asa Sul
70292060	SQS 213 Bloco F		Asa Sul
70292070	SQS 213 Bloco G		Asa Sul
70292080	SQS 213 Bloco H		Asa Sul
70292090	SQS 213 Bloco I		Asa Sul
70292100	SQS 213 Bloco J		Asa Sul
70292110	SQS 213 Bloco K		Asa Sul
70292500	CLS 213		Asa Sul
70292510	CLS 213 Bloco A		Asa Sul
70292520	CLS 213 Bloco B		Asa Sul
70292530	CLS 213 Bloco C		Asa Sul
70293000	SQS 214		Asa Sul
70293010	SQS 214 Bloco A		Asa Sul
70293020	SQS 214 Bloco B		Asa Sul
70293030	SQS 214 Bloco C		Asa Sul
70293040	SQS 214 Bloco D		Asa Sul
70293050	SQS 214 Bloco E		Asa Sul
70293060	SQS 214 Bloco F		Asa Sul
70293070	SQS 214 Bloco G		Asa Sul
70293080	SQS 214 Bloco H		Asa Sul
70293090	SQS 214 Bloco I		Asa Sul
70293100	SQS 214 Bloco J		Asa Sul
70293110	SQS 214 Bloco K		Asa Sul
70293400	EQS 214/215		Asa Sul
70293500	CLS 214		Asa Sul
70293510	CLS 214 Bloco A		Asa Sul
70293520	CLS 214 Bloco B		Asa Sul
70293530	CLS 214 Bloco C		Asa Sul
70294000	SQS 215		Asa Sul
70294010	SQS 215 Bloco A		Asa Sul
70294020	SQS 215 Bloco B		Asa Sul
70294030	SQS 215 Bloco C		Asa Sul
70294040	SQS 215 Bloco D		Asa Sul
70294050	SQS 215 Bloco E		Asa Sul
70294060	SQS 215 Bloco F		Asa Sul
70294070	SQS 215 Bloco G		Asa Sul
70294080	SQS 215 Bloco H		Asa Sul
70294090	SQS 215 Bloco I		Asa Sul
70294100	SQS 215 Bloco J		Asa Sul
70294110	SQS 215 Bloco K		Asa Sul
70294500	CLS 215		Asa Sul
70294510	CLS 215 Bloco A		Asa Sul
70294520	CLS 215 Bloco B		Asa Sul
70294530	CLS 215 Bloco C		Asa Sul
70294540	CLS 215 Bloco D		Asa Sul
70295000	SQS 216		Asa Sul
70295010	SQS 216 Bloco A		Asa Sul
70295020	SQS 216 Bloco B		Asa Sul
70295030	SQS 216 Bloco C		Asa Sul
70295040	SQS 216 Bloco D		Asa Sul
70295050	SQS 216 Bloco E		Asa Sul
70295060	SQS 216 Bloco F		Asa Sul
70295070	SQS 216 Bloco G		Asa Sul
70295080	SQS 216 Bloco H		Asa Sul
70295090	SQS 216 Bloco I		Asa Sul
70295100	SQS 216 Bloco J		Asa Sul
70295110	SQS 216 Bloco K		Asa Sul
70295400	EQS 216/416		Asa Sul
70295500	CLS 216		Asa Sul
70295510	CLS 216 Bloco A		Asa Sul
70295520	CLS 216 Bloco B		Asa Sul
70295530	CLS 216 Bloco C		Asa Sul
70295540	CLS 216 Bloco D		Asa Sul
70296000	SQS 413		Asa Sul
70296010	SQS 413 Bloco A		Asa Sul
70296020	SQS 413 Bloco B		Asa Sul
70296030	SQS 413 Bloco C		Asa Sul
70296040	SQS 413 Bloco D		Asa Sul
70296050	SQS 413 Bloco E		Asa Sul
70296060	SQS 413 Bloco F		Asa Sul
70296070	SQS 413 Bloco G		Asa Sul
70296080	SQS 413 Bloco H		Asa Sul
70296090	SQS 413 Bloco I		Asa Sul
70296100	SQS 413 Bloco J		Asa Sul
70296110	SQS 413 Bloco K		Asa Sul
70296120	SQS 413 Bloco L		Asa Sul
70296130	SQS 413 Bloco M		Asa Sul
70296140	SQS 413 Bloco N		Asa Sul
70296150	SQS 413 Bloco O		Asa Sul
70296160	SQS 413 Bloco P		Asa Sul
70296170	SQS 413 Bloco Q		Asa Sul
70296180	SQS 413 Bloco R		Asa Sul
70296190	SQS 413 Bloco S		Asa Sul
70296200	SQS 413 Bloco T		Asa Sul
70296400	EQS 413/414		Asa Sul
70296500	CLS 413		Asa Sul
70296510	CLS 413 Bloco A		Asa Sul
70296520	CLS 413 Bloco B		Asa Sul
70296530	CLS 413 Bloco C		Asa Sul
70296540	CLS 413 Bloco D		Asa Sul
70297000	SQS 414		Asa Sul
70297010	SQS 414 Bloco A		Asa Sul
70297020	SQS 414 Bloco B		Asa Sul
70297030	SQS 414 Bloco C		Asa Sul
70297040	SQS 414 Bloco D		Asa Sul
70297050	SQS 414 Bloco E		Asa Sul
70297060	SQS 414 Bloco F		Asa Sul
70297070	SQS 414 Bloco G		Asa Sul
70297080	SQS 414 Bloco H		Asa Sul
70297090	SQS 414 Bloco I		Asa Sul
70297100	SQS 414 Bloco J		Asa Sul
70297110	SQS 414 Bloco K		Asa Sul
70297120	SQS 414 Bloco L		Asa Sul
70297130	SQS 414 Bloco M		Asa Sul
70297140	SQS 414 Bloco N		Asa Sul
70297150	SQS 414 Bloco O		Asa Sul
70297160	SQS 414 Bloco P		Asa Sul
70297170	SQS 414 Bloco Q		Asa Sul
70297180	SQS 414 Bloco R		Asa Sul
70297190	SQS 414 Bloco S		Asa Sul
70297200	SQS 414 Bloco T		Asa Sul
70297400	EQS 414/415		Asa Sul
70297500	CLS 414		Asa Sul
70297510	CLS 414 Bloco A		Asa Sul
70297520	CLS 414 Bloco B		Asa Sul
70297530	CLS 414 Bloco C		Asa Sul
70297540	CLS 414 Bloco D		Asa Sul
70298000	SQS 415		Asa Sul
70298010	SQS 415 Bloco A		Asa Sul
70298020	SQS 415 Bloco B		Asa Sul
70298030	SQS 415 Bloco C		Asa Sul
70298040	SQS 415 Bloco D		Asa Sul
70298050	SQS 415 Bloco E		Asa Sul
70298060	SQS 415 Bloco F		Asa Sul
70298070	SQS 415 Bloco G		Asa Sul
70298080	SQS 415 Bloco H		Asa Sul
70298090	SQS 415 Bloco I		Asa Sul
70298100	SQS 415 Bloco J		Asa Sul
70298110	SQS 415 Bloco K		Asa Sul
70298120	SQS 415 Bloco L		Asa Sul
70298130	SQS 415 Bloco M		Asa Sul
70298140	SQS 415 Bloco N		Asa Sul
70298150	SQS 415 Bloco O		Asa Sul
70298160	SQS 415 Bloco P		Asa Sul
70298170	SQS 415 Bloco Q		Asa Sul
70298180	SQS 415 Bloco R		Asa Sul
70298190	SQS 415 Bloco S		Asa Sul
70298200	SQS 415 Bloco T		Asa Sul
70298210	SQS 415 Bloco U		Asa Sul
70298400	EQS 415/416		Asa Sul
70298500	CLS 415		Asa Sul
70298510	CLS 415 Bloco A		Asa Sul
70298520	CLS 415 Bloco B		Asa Sul
70298530	CLS 415 Bloco C		Asa Sul
70298540	CLS 415 Bloco D		Asa Sul
70299000	SQS 416		Asa Sul
70299010	SQS 416 Bloco A		Asa Sul
70299020	SQS 416 Bloco B		Asa Sul
70299030	SQS 416 Bloco C		Asa Sul
70299040	SQS 416 Bloco D		Asa Sul
70299050	SQS 416 Bloco E		Asa Sul
70299060	SQS 416 Bloco F		Asa Sul
70299070	SQS 416 Bloco G		Asa Sul
70299080	SQS 416 Bloco H		Asa Sul
70299090	SQS 416 Bloco I		Asa Sul
70299100	SQS 416 Bloco J		Asa Sul
70299110	SQS 416 Bloco K		Asa Sul
70299120	SQS 416 Bloco L		Asa Sul
70299130	SQS 416 Bloco M		Asa Sul
70299140	SQS 416 Bloco N		Asa Sul
70299150	SQS 416 Bloco O		Asa Sul
70299160	SQS 416 Bloco P		Asa Sul
70299170	SQS 416 Bloco Q		Asa Sul
70299180	SQS 416 Bloco R		Asa Sul
70299190	SQS 416 Bloco S		Asa Sul
70300000	SDS	(Setor de Diversões Sul)	Asa Sul
70300901	SCS Quadra 1 Bloco A Lote 30		Asa Sul
70300902	SCS Quadra 2 Bloco C Lote 22		Asa Sul
70300903	SCS Quadra 3 Bloco A Lote 120		Asa Sul
70300904	SCS Quadra 4 Bloco A Lote 67		Asa Sul
70300905	SGAS 904 Bloco A		Asa Sul
70300906	SCS Quadra 3 Bloco A Lote 30		Asa Sul
70300907	SCS Quadra 4 Bloco A Lote 49		Asa Sul
70300908	SCS Quadra 5 Bloco B Lote 74		Asa Sul
70300910	SCS Quadra 6 Bloco A Lote 157		Asa Sul
70300970	SDS Bloco L Lojas 27/35		Asa Sul
70301000	SCS Quadra 1		Asa Sul
70302000	SCS Quadra 2		Asa Sul
70302903	SCS Quadra 2 Bloco E		Asa Sul
70302905	SCS Quadra 2 Bloco C Lote 34/35		Asa Sul
70302907	SCS Quadra 2 Bloco C Lote 78		Asa Sul
70302908	SCS Quadra 2 Bloco C Lote 92		Asa Sul
70302911	SCS Quadra 2 Bloco C Lote 115		Asa Sul
70302912	SCS Quadra 2 Bloco C Lote 157		Asa Sul
70302913	SCS Quadra 2 Bloco C Lote 179		Asa Sul
70302914	SCS Quadra 2 Bloco C Lote 180		Asa Sul
70302915	SCS Quadra 2 Bloco C Lote 164/174		Asa Sul
70302916	SCS Quadra 2 Bloco C Lote 226		Asa Sul
70302917	SCS Quadra 2 Bloco C Lote 227		Asa Sul
70302918	SCS Quadra 2 Bloco C Lote 256/278		Asa Sul
70303000	SCS Quadra 3		Asa Sul
70303900	SCS Quadra 1 Bloco E Lote 30		Asa Sul
70303901	SCS Quadra 3 Bloco A Entrada A/B Lote 40		Asa Sul
70303902	SCS Quadra 3 Bloco A Lote 65		Asa Sul
70303903	SCS Quadra 3 Bloco A Lote 79		Asa Sul
70303904	SCS Quadra 3 Bloco A Loja 1		Asa Sul
70303905	SCS Quadra 3 Bloco A Loja 6		Asa Sul
70303906	SCS Quadra 3 Bloco A Lote 95		Asa Sul
70303907	SCS Quadra 3 Bloco A Lote 107/111		Asa Sul
70303908	SCS Quadra 3 Bloco A Lote 114/118		Asa Sul
70303910	SCS Quadra 3 Bloco A Lotes 132/134		Asa Sul
70303911	SCS Quadra 3 Bloco A Lote 150/170		Asa Sul
70303912	SCS Quadra 3 Bloco A Lote 210		Asa Sul
70304000	SCS Quadra 4		Asa Sul
70304900	SCS Quadra 1 Bloco I Lote 30		Asa Sul
70304901	SCS Quadra 4 Bloco A Lote 57		Asa Sul
70304902	SCS Quadra 4 Bloco A Lote 58		Asa Sul
70304904	SCS Quadra 4 Bloco A Lote 94		Asa Sul
70304905	SCS Quadra 4 Bloco A Lote 141/153		Asa Sul
70304906	SCS Quadra 4 Bloco A Lote 106/136		Asa Sul
70304907	SCS Quadra 4 Bloco A Lote 156		Asa Sul
70304908	SCS Quadra 4 Bloco A Lote 169/177		Asa Sul
70304909	SCS Quadra 4 Bloco A Lote 169		Asa Sul
70304910	SCS Quadra 4 Bloco A Lote 170		Asa Sul
70304911	SCS Quadra 4 Bloco A Lote 209/217		Asa Sul
70304912	SCS Quadra 4 Bloco A Lote 216		Asa Sul
70304913	SCS Quadra 4 Bloco A Lote 219/237		Asa Sul
70304914	SCS Quadra 4 Bloco A Lote 230		Asa Sul
70304915	SCS Quadra 4 Bloco A Lote 256		Asa Sul
70305000	SCS Quadra 5		Asa Sul
70305900	SCS Quadra 1 Bloco M Lote 30		Asa Sul
70305901	SCS Quadra 5 Bloco A Lote 34		Asa Sul
70305902	SCS Quadra 5 Bloco B Lote 158		Asa Sul
70305904	SCS Quadra 5 Bloco B Lote 80		Asa Sul
70305905	SCS Quadra 5 Bloco B Lote 84		Asa Sul
70305906	SCS Quadra 5 Bloco B Lote 138		Asa Sul
70305907	SCS Quadra 5 Bloco C Lote 8		Asa Sul
70305908	SCS Quadra 5 Bloco C Lote 15/16		Asa Sul
70305909	SCS Quadra 5 Bloco C Lote 39		Asa Sul
70305910	SCS Quadra 5 Bloco C Lote 18/22		Asa Sul
70305911	SCS Quadra 5 Bloco C Lote 43		Asa Sul
70305912	SCS Quadra 5 Bloco C Lote 61		Asa Sul
70305913	SCS Quadra 5 Bloco C Lote 64/66		Asa Sul
70305914	SCS Quadra 5 Bloco C Lote 70/74		Asa Sul
70305915	SCS Quadra 5 Bloco C Lote 90		Asa Sul
70305916	SCS Quadra 5 Bloco C Lote 110		Asa Sul
70305917	SCS Quadra 5 Bloco C Lote 154		Asa Sul
70305918	SCS Quadra 5 Bloco C Lote 54		Asa Sul
70305919	SCS Quadra 5 Bloco A Lotes 3,10 e 20		Asa Sul
70305920	SCS Quadra 5 Bloco C Lote 22		Asa Sul
70305921	SCS Quadra 5 Bloco C Lotes 165 e 169		Asa Sul
70306000	SCS Quadra 6		Asa Sul
70306900	SCS Quadra 1 Bloco D Lote 28		Asa Sul
70306901	SCS Quadra 6 Bloco A Lote 130		Asa Sul
70306902	SCS Quadra 6 Bloco A Lote 50		Asa Sul
70306905	SCS Quadra 6 Bloco A Lotes 10/11		Asa Sul
70306906	SCS Quadra 6 Bloco A Lote 136		Asa Sul
70306908	SCS Quadra 6 Bloco A Lote 172		Asa Sul
70306910	SCS Quadra 6 Bloco A Lote 194		Asa Sul
70306911	SCS Quadra 6 Bloco A Lote 206		Asa Sul
70306918	SCS Quadra 6 Bloco A Lote 13/14		Asa Sul
70306970	SCS Quadra 6 Bloco A Loja 246		Asa Sul
70306999	SCS Quadra 6 Bloco A Loja 246		Asa Sul
70307000	SCS Quadra 7		Asa Sul
70307900	SCS Quadra 1 Bloco L Lote 17		Asa Sul
70307901	SCS Quadra 7 Bloco A		Asa Sul
70307902	SCS Quadra 7 Bloco A		Asa Sul
70308000	SCS Quadra 8		Asa Sul
70308200	SCS Quadra 9		Asa Sul
70308900	SCS Quadra 1 Bloco B Lote 16/18		Asa Sul
70309900	SCS Quadra 1 Bloco G		Asa Sul
70310500	Galeria dos Estados		Asa Sul
70310970	Galeria dos Estados Loja 04		Asa Sul
70311000	SHS Quadra 1		Asa Sul
70312000	SHS Quadra 2		Asa Sul
70312900	SHS Quadra 02 Bloco B		Asa Sul
70312901	SHS Quadra 2 Bloco D		Asa Sul
70312970	SHS Quadra 2 Bloco B - Térreo		Asa Sul
70312971	SHS Quadra 2 Bloco B Térreo		Asa Sul
70312999	SHS Quadra 2 Bloco B 2º Andar		Asa Sul
70313000	SHS Quadra 3		Asa Sul
70313901	SHS Quadra 3 Bloco B		Asa Sul
70313914	SCS Quadra 3 Bloco A Lote 234		Asa Sul
70313915	SCS Quadra 3 Bloco B Lotes 84/90		Asa Sul
70313916	SCS Quadra 3 Bloco A Lote 126		Asa Sul
70314000	SHS Quadra 4		Asa Sul
70314900	SCS Quadra 2 Bloco C Lote 99		Asa Sul
70315000	SHS Quadra 5		Asa Sul
70315900	SCS Quadra 2 Bloco C Lote 41		Asa Sul
70316000	SHS Quadra 6		Asa Sul
70316100	SHS Quadra 6 Conjunto A		Asa Sul
70316102	SHS Quadra 6 Conjunto A Bloco A		Asa Sul
70316109	SHS Quadra 6 Conjunto A Bloco C		Asa Sul
70316900	SCS Quadra 2 Bloco D Lote 81		Asa Sul
70316901	SHS Quadra 6 Conjunto A Bloco D		Asa Sul
70316902	SHS Quadra 6 Conjunto A Bloco E		Asa Sul
70316903	SHS Quadra 6 Conjunto A Bloco F		Asa Sul
70317900	SCS Quadra 2 Bloco C Lote 104		Asa Sul
70318900	SCS Quadra 2 Bloco B Lote 20		Asa Sul
70322000	SMHS		Asa Sul
70322900	SHS Quadra 1 Bloco A		Asa Sul
70322901	SHS Quadra 2 Bloco J		Asa Sul
70322902	SHS Quadra 2 Bloco H		Asa Sul
70322903	SHS Quadra 3 Bloco I		Asa Sul
70322904	SHS Quadra 3 Bloco A		Asa Sul
70322905	SHS Quadra 3 Bloco J		Asa Sul
70322906	SHS Quadra 3 Bloco E		Asa Sul
70322907	SHS Quadra 4 Bloco I		Asa Sul
70322908	SHS Quadra 4 Bloco F		Asa Sul
70322909	SHS Quadra 4 Bloco A		Asa Sul
70322910	SHS Quadra 4 Bloco D		Asa Sul
70322911	SHS Quadra 5 Bloco J		Asa Sul
70322912	SHS Quadra 5 Bloco H e I		Asa Sul
70322913	SHS Quadra 5 Bloco G		Asa Sul
70322914	SHS Quadra 5 Bloco C		Asa Sul
70322915	SHS Quadra 6 Blocos A ao F Lote 1		Asa Sul
70322916	SHS Quadra 3 Bloco B		Asa Sul
70322917	SHS Quadra 5 Bloco A		Asa Sul
70323900	SCRN 702/703 Bloco B Lote 16/18		Asa Norte
70324900	SCS Quadra 6 Bloco A Lote 110		Asa Sul
70325900	SCS Quadra 6 Bloco A Lote 150/170		Asa Sul
70326900	SCS Quadra 6 Bloco A Lote 71		Asa Sul
70327900	SCS Quadra 6 Bloco A Lote 141		Asa Sul
70328900	SCS Quadra 5 Bloco D		Asa Sul
70329900	SCS Quadra 2 Bloco A Lote 81		Asa Sul
70330000	SQS 102		Asa Sul
70330010	SQS 102 Bloco A		Asa Sul
70330020	SQS 102 Bloco B		Asa Sul
70330030	SQS 102 Bloco C		Asa Sul
70330040	SQS 102 Bloco D		Asa Sul
70330050	SQS 102 Bloco E		Asa Sul
70330060	SQS 102 Bloco F		Asa Sul
70330070	SQS 102 Bloco G		Asa Sul
70330080	SQS 102 Bloco H		Asa Sul
70330090	SQS 102 Bloco I		Asa Sul
